424	1
4727	2
3104	3
342	4
410	5
3352	6
6163	7
6523	8
2614	9
7299	10
1659	11
627	12
8086	13
9594	14
8957	15
6916	16
768	17
1323	18
6463	19
5170	20
7318	21
8856	22
3949	23
761	24
4411	25
2555	26
5995	27
3357	28
4338	29
5201	30
7730	31
7678	32
4224	33
6756	34
652	35
6032	36
9355	37
3866	38
9339	39
282	40
783	41
4286	42
1377	43
4399	44
785	45
5092	46
1455	47
745	48
1098	49
972	50
2767	51
8543	52
2010	53
5124	54
1189	55
76	56
397	57
549	58
5167	59
5414	60
3363	61
8615	62
2180	63
5741	64
1576	65
2205	66
2602	67
1939	68
5607	69
3666	70
151	71
8764	72
4976	73
8405	74
2798	75
9821	76
6569	77
7037	78
8418	79
7016	80
321	81
7065	82
8	83
1298	84
1434	85
80	86
128	87
5082	88
9219	89
693	90
3524	91
8432	92
7527	93
4739	94
5686	95
3149	96
4396	97
540	98
6427	99
3708	100
492	101
9724	102
4880	103
4277	104
8584	105
1327	106
1574	107
2206	108
8531	109
7619	110
1133	111
4798	112
1025	113
4711	114
9059	115
7145	116
77	117
6777	118
800	119
2153	120
6311	121
9179	122
9369	123
2434	124
2046	125
6402	126
8027	127
6363	128
2054	129
6217	130
1489	131
51	132
4037	133
4494	134
3395	135
8505	136
8712	137
6126	138
3723	139
8987	140
5731	141
8583	142
1111	143
566	144
1866	145
1026	146
4964	147
1705	148
1361	149
8378	150
3277	151
5523	152
6103	153
9300	154
3793	155
2911	156
5752	157
7797	158
7497	159
4826	160
6988	161
3326	162
3152	163
1895	164
3176	165
154	166
8010	167
4768	168
270	169
8006	170
1269	171
3932	172
1907	173
3422	174
8597	175
8296	176
5302	177
6643	178
5050	179
37	180
1703	181
4840	182
9805	183
9727	184
4668	185
5013	186
1060	187
906	188
1624	189
2193	190
124	191
4785	192
5781	193
9678	194
7584	195
6187	196
9037	197
262	198
737	199
5057	200
3596	201
2974	202
71	203
3991	204
8548	205
1071	206
1226	207
4431	208
123	209
330	210
8462	211
1799	212
3165	213
1845	214
256	215
8454	216
1618	217
51	218
2136	219
749	220
5859	221
3172	222
3764	223
7486	224
4689	225
4899	226
5387	227
8326	228
8160	229
1265	230
5673	231
7560	232
7163	233
6006	234
5256	235
890	236
2625	237
3138	238
6684	239
1820	240
8845	241
2763	242
5617	243
3629	244
9092	245
7918	246
998	247
4226	248
5227	249
1623	250
2221	251
9330	252
6269	253
6189	254
784	255
4681	256
1078	257
9213	258
8742	259
9	260
4979	261
4972	262
9278	263
91	264
6587	265
6164	266
6841	267
7196	268
1663	269
1445	270
1642	271
9118	272
5883	273
5814	274
70	275
5784	276
7294	277
4486	278
297	279
8815	280
4724	281
9511	282
8393	283
5136	284
3487	285
4163	286
8607	287
3693	288
6618	289
765	290
8978	291
6829	292
1535	293
2831	294
3	295
1156	296
8728	297
4231	298
1149	299
5039	300
6245	301
4340	302
8726	303
2176	304
5383	305
9683	306
724	307
8457	308
2768	309
6624	310
9233	311
4302	312
676	313
5721	314
6415	315
36	316
5093	317
2085	318
9166	319
1928	320
1392	321
4919	322
7091	323
6434	324
3761	325
3103	326
4108	327
4065	328
9234	329
2158	330
8062	331
8190	332
4278	333
9750	334
7242	335
8227	336
6467	337
9527	338
8163	339
2382	340
3599	341
1367	342
4185	343
9539	344
1971	345
7257	346
3773	347
3537	348
1765	349
961	350
7614	351
6020	352
5631	353
2916	354
9393	355
3393	356
2569	357
8188	358
5448	359
7078	360
3120	361
1946	362
388	363
8699	364
7003	365
9702	366
6474	367
9325	368
2486	369
1723	370
5666	371
93	372
3102	373
8782	374
9826	375
7818	376
4811	377
3844	378
7572	379
3484	380
444	381
741	382
3882	383
2736	384
7916	385
249	386
4933	387
6066	388
6349	389
8682	390
3977	391
2639	392
4592	393
2769	394
9010	395
218	396
7685	397
8967	398
4935	399
2041	400
965	401
8468	402
7928	403
1821	404
5988	405
6699	406
4404	407
1962	408
4320	409
4033	410
5088	411
6228	412
7752	413
5022	414
1886	415
2591	416
9226	417
7009	418
4616	419
7277	420
6009	421
3237	422
2319	423
7968	424
4685	425
1560	426
4414	427
3414	428
6101	429
9795	430
989	431
1916	432
6920	433
5520	434
3682	435
6925	436
2132	437
6489	438
1626	439
9551	440
204	441
4315	442
2127	443
4239	444
8747	445
1978	446
8162	447
2728	448
5554	449
1121	450
4151	451
2122	452
170	453
3602	454
5119	455
4492	456
7828	457
4652	458
1203	459
6442	460
896	461
3417	462
3117	463
9566	464
9151	465
6249	466
8205	467
6513	468
4931	469
4144	470
610	471
4864	472
3843	473
1408	474
3557	475
8907	476
1418	477
9002	478
9507	479
3928	480
2126	481
9119	482
1235	483
3585	484
1525	485
7580	486
1506	487
8810	488
340	489
9335	490
5691	491
6449	492
4921	493
3337	494
6930	495
4000	496
2960	497
4869	498
3558	499
1197	500
6194	501
743	502
7816	503
4102	504
8840	505
4799	506
825	507
6864	508
5303	509
194	510
4428	511
2405	512
7874	513
263	514
9715	515
8324	516
9582	517
3191	518
9440	519
8872	520
2852	521
1766	522
4167	523
7773	524
7529	525
746	526
9774	527
3845	528
2550	529
1491	530
789	531
1745	532
4868	533
9760	534
2698	535
181	536
7843	537
8460	538
4213	539
4907	540
361	541
9664	542
4477	543
6646	544
2771	545
4336	546
805	547
1697	548
1932	549
7503	550
2519	551
9363	552
3160	553
5307	554
9124	555
5616	556
7023	557
7650	558
4210	559
1190	560
1507	561
4022	562
2804	563
9342	564
1004	565
8524	566
2965	567
33	568
9344	569
61	570
5889	571
4732	572
479	573
1876	574
9626	575
3522	576
3288	577
416	578
8918	579
4314	580
5030	581
7991	582
6995	583
7939	584
2389	585
7354	586
1296	587
325	588
9160	589
4855	590
9426	591
7209	592
7020	593
7501	594
9717	595
1774	596
2369	597
6571	598
1387	599
4456	600
8261	601
7190	602
735	603
4767	604
3238	605
7606	606
6274	607
2057	608
1119	609
5707	610
5894	611
8799	612
9648	613
2658	614
7599	615
4960	616
7970	617
9112	618
2696	619
530	620
3289	621
3911	622
852	623
114	624
9775	625
3588	626
2598	627
5379	628
9117	629
7256	630
4843	631
4918	632
5588	633
5637	634
1227	635
6704	636
3087	637
56	638
9295	639
3526	640
7624	641
9845	642
2502	643
6881	644
7732	645
4425	646
7959	647
2859	648
266	649
1685	650
3242	651
8079	652
3627	653
1709	654
826	655
9650	656
5936	657
8092	658
2850	659
9218	660
9154	661
1411	662
2297	663
6072	664
6855	665
931	666
9033	667
1449	668
1671	669
9721	670
4083	671
2461	672
7238	673
8275	674
9746	675
9214	676
5430	677
770	678
5289	679
6124	680
9662	681
2008	682
2751	683
82	684
4575	685
4909	686
2594	687
851	688
2462	689
5308	690
6140	691
9023	692
6896	693
8724	694
7282	695
3724	696
7522	697
9107	698
6817	699
8478	700
4641	701
8803	702
3988	703
1914	704
2106	705
5484	706
8298	707
5652	708
1314	709
6417	710
8217	711
1585	712
294	713
1974	714
2815	715
4856	716
3303	717
6778	718
6386	719
3301	720
7656	721
3018	722
8887	723
6528	724
1619	725
1961	726
4138	727
3498	728
4570	729
6727	730
2052	731
8077	732
2373	733
7158	734
64	735
6021	736
1295	737
1770	738
4816	739
8448	740
997	741
6516	742
5438	743
4430	744
816	745
7370	746
273	747
60	748
8126	749
50	750
2402	751
7885	752
4232	753
8568	754
8136	755
3675	756
8422	757
2717	758
9672	759
1860	760
8596	761
3630	762
132	763
4553	764
9291	765
2949	766
9510	767
6202	768
6079	769
8233	770
328	771
9846	772
4911	773
122	774
4113	775
8427	776
9681	777
1901	778
5080	779
7227	780
4726	781
2354	782
2792	783
5493	784
2707	785
4193	786
689	787
9331	788
6754	789
334	790
8631	791
4288	792
6558	793
5537	794
9021	795
8812	796
7215	797
9292	798
2288	799
5156	800
5551	801
9598	802
883	803
7525	804
8979	805
3960	806
4243	807
8083	808
4995	809
4898	810
1550	811
1188	812
9785	813
6295	814
6284	815
5954	816
8732	817
5226	818
4765	819
3651	820
5385	821
5927	822
4368	823
2140	824
7144	825
6831	826
9274	827
4145	828
4275	829
7886	830
3038	831
802	832
9797	833
5280	834
607	835
8063	836
6149	837
8860	838
6049	839
4555	840
9556	841
5060	842
3683	843
4103	844
9595	845
8736	846
2063	847
8472	848
9085	849
8992	850
6645	851
2007	852
912	853
815	854
7077	855
6241	856
1070	857
9491	858
3978	859
4280	860
9200	861
2908	862
5337	863
2021	864
7533	865
8634	866
9195	867
4442	868
3181	869
3406	870
53	871
7917	872
3119	873
3044	874
3338	875
8020	876
6813	877
8463	878
5011	879
3721	880
1143	881
114	882
2632	883
9701	884
6752	885
8216	886
4440	887
347	888
1726	889
9726	890
9045	891
5333	892
1461	893
9803	894
6856	895
8169	896
8112	897
9531	898
2324	899
2456	900
6141	901
8679	902
9758	903
3786	904
490	905
2520	906
2230	907
