1005	1
1063	2
5586	3
1000	4
8117	5
6543	6
7612	7
7838	8
5746	9
2888	10
7327	11
8825	12
2296	13
6905	14
1333	15
4062	16
9752	17
4715	18
6657	19
8905	20
2903	21
557	22
415	23
9504	24
6717	25
642	26
1264	27
131	28
5910	29
5757	30
4753	31
8614	32
3111	33
7006	34
6833	35
3944	36
1106	37
2555	38
2851	39
6382	40
3437	41
2045	42
2729	43
1546	44
468	45
4169	46
8675	47
5606	48
6369	49
7164	50
2804	51
5561	52
2161	53
4450	54
1478	55
2763	56
1657	57
8353	58
8642	59
429	60
9686	61
6571	62
431	63
699	64
7736	65
9050	66
4804	67
5204	68
4446	69
259	70
3420	71
4537	72
4852	73
3159	74
7648	75
2022	76
9339	77
8915	78
216	79
8868	80
7649	81
7979	82
4394	83
4151	84
7623	85
6060	86
8690	87
8441	88
8764	89
7016	90
7388	91
257	92
1154	93
3251	94
4775	95
1100	96
1397	97
8108	98
5552	99
9338	100
7718	101
4016	102
3701	103
4363	104
1623	105
5758	106
3837	107
5690	108
5156	109
6034	110
6156	111
550	112
3614	113
5697	114
2253	115
3499	116
7620	117
5266	118
4781	119
7719	120
6200	121
62	122
6093	123
3150	124
1766	125
8524	126
5954	127
619	128
2138	129
7729	130
4347	131
8450	132
4837	133
532	134
52	135
4129	136
573	137
1358	138
300	139
5862	140
6883	141
7069	142
8916	143
5024	144
2194	145
250	146
4105	147
1818	148
2637	149
5295	150
5435	151
6056	152
7721	153
7310	154
132	155
1085	156
6678	157
6622	158
6084	159
3373	160
8971	161
44	162
964	163
1476	164
5638	165
5751	166
821	167
3168	168
7495	169
2892	170
3197	171
5385	172
1301	173
2696	174
5363	175
7765	176
8794	177
2603	178
4471	179
9419	180
5309	181
6234	182
423	183
3918	184
6161	185
4260	186
5897	187
6321	188
1879	189
2	190
4329	191
3422	192
3827	193
8804	194
6894	195
6971	196
9251	197
7240	198
711	199
2201	200
7537	201
2791	202
4127	203
8831	204
4121	205
2588	206
410	207
5927	208
51	209
8944	210
7340	211
1020	212
1137	213
9730	214
6552	215
3683	216
9550	217
2448	218
9469	219
8349	220
5020	221
9058	222
9267	223
4599	224
5607	225
1400	226
4336	227
1500	228
7120	229
864	230
4589	231
2642	232
9218	233
2692	234
5152	235
1328	236
7208	237
2480	238
1738	239
7026	240
9440	241
8095	242
2039	243
3269	244
3470	245
7925	246
896	247
6794	248
447	249
8725	250
111	251
9045	252
8885	253
5883	254
3591	255
9223	256
3958	257
1082	258
764	259
9094	260
5908	261
403	262
600	263
5895	264
9202	265
603	266
8939	267
5902	268
3180	269
1365	270
3962	271
3612	272
2924	273
6336	274
5741	275
8928	276
2086	277
645	278
719	279
8895	280
2908	281
3835	282
2334	283
1714	284
4010	285
3674	286
4809	287
3510	288
9511	289
7872	290
8072	291
138	292
3560	293
2224	294
2972	295
1461	296
2517	297
112	298
271	299
4432	300
103	301
4518	302
1271	303
8737	304
7991	305
5986	306
160	307
9239	308
615	309
77	310
3993	311
90	312
9620	313
1582	314
4392	315
2991	316
1655	317
1508	318
8268	319
1753	320
6994	321
9477	322
4414	323
3967	324
165	325
7421	326
3316	327
3947	328
759	329
9184	330
3705	331
2446	332
6724	333
3979	334
6756	335
9526	336
9015	337
1149	338
6318	339
6157	340
1159	341
1751	342
4416	343
9544	344
9044	345
2994	346
9284	347
3961	348
8207	349
9758	350
8063	351
1936	352
2837	353
1053	354
1599	355
3527	356
6938	357
6633	358
1702	359
8954	360
2327	361
6893	362
9767	363
659	364
9296	365
2790	366
9717	367
1945	368
741	369
2706	370
1793	371
1399	372
3868	373
3123	374
8832	375
9811	376
3731	377
9462	378
8964	379
3069	380
9797	381
856	382
1327	383
8165	384
7550	385
3737	386
2340	387
8295	388
3172	389
9359	390
8062	391
311	392
6449	393
4739	394
1796	395
1319	396
4027	397
470	398
3312	399
9293	400
8770	401
6716	402
7825	403
114	404
2861	405
688	406
4511	407
4412	408
1207	409
4701	410
2843	411
746	412
3216	413
2153	414
1700	415
5976	416
2397	417
2663	418
8374	419
4402	420
9290	421
4	422
1758	423
4435	424
9090	425
3104	426
203	427
7596	428
1003	429
4521	430
7951	431
7276	432
4894	433
5877	434
8333	435
939	436
9453	437
5454	438
2864	439
9796	440
3380	441
