language	year	period	date	sentence
russian	2023	Post-ChatGPT	2023-06-20	"13 ракет Х-47 ""Кинжал"" уничтожено в течение мая-июня, а еще — более двадцати баллистических ракет и другого российско-иранского хлама!"
russian	2023	Post-ChatGPT	2023-04-19	• 1846 — Вячеслав Плеве (убит в 1904), российский государственный деятель, министр внутренних дел (1902—1904).
russian	2023	Post-ChatGPT	2023-04-28	AdWise - это агрегатор на основе искусственного интеллекта, который генерирует стратегии продвижения коммерческих компаний и разрабатывает актуальные контент-планы для соцсетей.
russian	2023	Post-ChatGPT	2023-08-12	ALERTCalifornia AI разработана инженерами Калифорнийского университета в Сан-Диего с использованием искусственного интеллекта от компании DigitalPath.
russian	2023	Post-ChatGPT	2023-08-26	Apple Watch – это не только функциональное устройство, но и стильный аксессуар, который дополняет ваш образ.
russian	2023	Post-ChatGPT	2023-04-02	AS Latvenergo призывает жителей воспользоваться случаем и посмотреть на нынешний вид Плявиньской ГЭС после того, как на ней открыли затворы.
russian	2023	Post-ChatGPT	2023-09-26	ASUS Diagnostic Tool: Позволяет проводить диагностику оборудования, даже без установленной операционной системы, что упрощает поиск и устранение неисправностей.
russian	2023	Post-ChatGPT	2023-02-26	ATP и WTA лишили турнир рейтингового статуса, то есть все его участники не получили ни одного очка, а для турнира „Большого шлема“ — этот настоящий нонсенс», — отмечает СМИ.
russian	2023	Post-ChatGPT	2023-01-20	Breath of the Wild в своё время купили большим тиражом, чем успели продать консолей.
russian	2023	Post-ChatGPT	2023-10-26	"Clover Kids"" - это бутик, который, мы уверены, полюбится как маленьким ценителям моды, так и их родителям."
russian	2023	Post-ChatGPT	2023-12-20	"CRCC работает в России уже 6 лет, то есть, она открыла свое представительство в государстве-террористе уже после начала российской агрессии 2014 года"", – отмечают в агентстве."
russian	2023	Post-ChatGPT	2023-11-27	Cреди освобожденных израильтян трое французов, двое имеют гражданство Германии, шестеро — Аргентины.
russian	2023	Post-ChatGPT	2023-09-11	Dong-a Ilbo также не исключает, что предметом переговоров станет «оружейная сделка» по обмену «ракетами и ракетно-ядерными технологиями».
russian	2023	Post-ChatGPT	2023-01-25	Eni и NOC уже сотрудничают в рамках совместного предприятия, которое добывает газ в на месторождениях Вафа и Бахр-Эссалам.
russian	2023	Post-ChatGPT	2023-02-14	EPA классифицирует винилхлорид как канцероген, воздействие которого на организм может увеличить риск повреждения печени или рака печени.
russian	2023	Post-ChatGPT	2023-08-24	ERR сообщил о том, что в Бологовском районе Тверской области разбился самолёт, принадлежавший Евгению Пригожину.
