language	year	period	date	sentence
russian	2022	Pre-ChatGPT	2022-10-03	• 1893 — Стасис Гиренас (урожд. Стасис Гирскис; погиб в 1933), литовский и американский лётчик, национальный герой Литвы.
russian	2022	Pre-ChatGPT	2022-03-24	«18 марта на четверо суток газоснабжение Арцаха было восстановлено, но 21 марта Азербайджан без взрывов просто перекрыл вентиль газопровода», — сказал премьер на заседании правительства.
russian	2022	Pre-ChatGPT	2022-07-20	«23 июля все, кто захочет, смогут прийти туда и прочитать вслух свое любимое фольклорное, прозаическое или поэтическое произведение.
russian	2022	Pre-ChatGPT	2022-11-29	AFP напоминает, что на прошлой неделе Катар заключил с китайской компанией Sinopec соглашение о поставках СПГ в Китай на рекордный в истории рынка срок— 27 лет (4 млн тонн ежегодно).
russian	2022	Pre-ChatGPT	2022-07-15	Ambush-маркетинг — альтернатива традиционному спонсорству, он связывает бренд с известностью крупного события, при этом бренд не является официальным партнёром мероприятия.
russian	2022	Pre-ChatGPT	2022-10-20	BFT – это фанатский токен национальной сборной Бразилии по футболу, выпущенный в августе прошлого года.
russian	2022	Pre-ChatGPT	2022-10-11	Bloomberg News со ссылкой на проект заявления G7 по итогам заседания.
russian	2022	Pre-ChatGPT	2022-08-10	«COVID-19 в конце концов превратится в сезонное заболевание и, я думаю, гораздо более серьезной проблемой может стать грипп.
russian	2022	Pre-ChatGPT	2022-03-27	Depositphotos и VistaCreate прекращают все продажи и услуги клиентам и партнерам из РФ и Беларуси.
russian	2022	Pre-ChatGPT	2022-01-11	Dragonfly BSD - это ответвление от FreeBSD 4.8 (2003), основная цель которого — эффективная работа на высоконагруженных серверах.
russian	2022	Post-ChatGPT	2022-12-12	Figaro отмечает, что в киевской больнице отсутствуют условия для проведения необходимых Антуану операций.
russian	2022	Pre-ChatGPT	2022-07-04	Forbes: клетчатые рубашки вернулись в моду благодаря сериалу «Очень странные дела»
russian	2022	Pre-ChatGPT	2022-07-15	FreeBSD обгадили pledge(), хотя работа там уже большая проделана, думаю этот проект тоже не взлетит, никто ревьювить не будет, как и во фре.
